chap;code_icd;diagnostic;code_ins;arrondissement_du_domicile_du_patient;hosp_class;hosp_de_jour
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;63.0;Verviers;9;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;64.0;Waremme;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;71.0;Hasselt;10;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;72.0;Maaseik;6;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;73.0;Tongres;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;81.0;Arlon;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;82.0;Bastogne;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;83.0;Marche-en-Famenne;5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;84.0;Neufchâteau;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;85.0;Virton;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;91.0;Dinant;< 5;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;92.0;Namur;19;0
17 - Traumatismes et empoisonnements (800-999);972;Intoxication par agents affectant essentiellement le système cardio-vasculaire;93.0;Philippeville;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;0.0;Domicile étranger;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;11.0;Anvers;5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;12.0;Malines;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;13.0;Turnhout;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;21.0;Bruxelles-Capitale;5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;24.0;Louvain;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;25.0;Nivelles;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;31.0;Bruges;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;34.0;Courtrai;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;35.0;Ostende;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;37.0;Tielt;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;41.0;Alost;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;42.0;Termonde;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;44.0;Gand;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;46.0;Saint-Nicolas;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;52.0;Charleroi;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;53.0;Mons;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;54.0;Mouscron;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;55.0;Soignies;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;56.0;Thuin;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;57.0;Tournai;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;62.0;Liège;5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;63.0;Verviers;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;71.0;Hasselt;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;73.0;Tongres;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;81.0;Arlon;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;83.0;Marche-en-Famenne;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;91.0;Dinant;< 5;0
17 - Traumatismes et empoisonnements (800-999);973;Intoxication par agents affectant essentiellement le système gastro-intestinal;92.0;Namur;5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;11.0;Anvers;7;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;12.0;Malines;5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;13.0;Turnhout;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;21.0;Bruxelles-Capitale;7;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;24.0;Louvain;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;25.0;Nivelles;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;31.0;Bruges;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;32.0;Dixmude;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;34.0;Courtrai;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;36.0;Roulers;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;37.0;Tielt;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;42.0;Termonde;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;43.0;Eeklo;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;44.0;Gand;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;46.0;Saint-Nicolas;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;51.0;Ath;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;52.0;Charleroi;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;53.0;Mons;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;55.0;Soignies;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;57.0;Tournai;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;61.0;Huy;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;62.0;Liège;6;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;63.0;Verviers;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;81.0;Arlon;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;84.0;Neufchâteau;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;91.0;Dinant;< 5;0
17 - Traumatismes et empoisonnements (800-999);974;Intoxication par médicaments agissant sur le métabolisme hydrique, minéral et de l'acide urique;93.0;Philippeville;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;0.0;Domicile étranger;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;11.0;Anvers;7;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;12.0;Malines;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;13.0;Turnhout;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;21.0;Bruxelles-Capitale;14;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;23.0;Hal-Vilvorde;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;24.0;Louvain;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;25.0;Nivelles;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;31.0;Bruges;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;32.0;Dixmude;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;33.0;Ypres;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;34.0;Courtrai;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;36.0;Roulers;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;37.0;Tielt;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;41.0;Alost;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;43.0;Eeklo;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;44.0;Gand;< 5;0
17 - Traumatismes et empoisonnements (800-999);975;Intoxication par des agents agissant essentiellement sur les muscles lisses et squelettiques et sur le système respiratoire;45.0;Audenarde;< 5;0
